,x,y,facility_id,facility_name,facility_type,primary_commodity,commodities_products,facility_equipment,Country,country,capacity_tpa,commodity,value_tonnes,material,material_name,material_category,material_category_2,value_tonnes_material,input,output,input_value_tonnes,output_value_tonnes
0,-101.8794642,54.7748162,COM00001.00,777,Mine,Copper,"Copper, Zinc, Gold, Silver",Underground,Canada,CA,,Me.Ag,37.403,O.bulk,Bulk metal ore,mineral,metal ore,1625532.0,,,,
1,-101.8794642,54.7748162,COM00001.00,777,Mine,Copper,"Copper, Zinc, Gold, Silver",Underground,Canada,CA,,Me.Au,3.284,O.bulk,Bulk metal ore,mineral,metal ore,1625532.0,,,,
2,-101.8794642,54.7748162,COM00001.00,777,Mine,Copper,"Copper, Zinc, Gold, Silver",Underground,Canada,CA,,Me.Cu,30072.342,O.bulk,Bulk metal ore,mineral,metal ore,1625532.0,,,,
3,-101.8794642,54.7748162,COM00001.00,777,Mine,Copper,"Copper, Zinc, Gold, Silver",Underground,Canada,CA,,Me.Zn,61932.769,O.bulk,Bulk metal ore,mineral,metal ore,1625532.0,,,,
4,76.2084138,14.2235254,COM00002.00,A Narrain,Mine,Iron,Iron ore,Open pit,India,IN,,,,,,,,,,,,
5,-107.082901,45.8053054,COM00003.00,Absaloka,Mine,Coal,Sub-bituminous coal,,United States of America,US,,,6667920.0,F.sbc,Sub-bituminous coal,ff_mineral,coal & peat,,,,,
6,,,COM00004.00,Abyz,Mine,Gold,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Ag,18.268,O.Cu,Copper dominant ore,mineral,metal ore,500000.0,,,,
7,,,COM00004.00,Abyz,Mine,Gold,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Au,1.705,O.Cu,Copper dominant ore,mineral,metal ore,500000.0,,,,
8,,,COM00004.00,Abyz,Mine,Gold,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Cu,8044.5,O.Cu,Copper dominant ore,mineral,metal ore,500000.0,,,,
9,,,COM00004.00,Abyz,Mine,Gold,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Zn,13908.4,O.Cu,Copper dominant ore,mineral,metal ore,500000.0,,,,
10,90.423973443527,56.2346433346293,COM00005.00,Achinsk Alumina Refinery,Refinery,Processing,"Alumina, Calcined soda",Sinter plant,Russian Federation,RU,1069000.0,Me.Al2O3,,,,,,,"Nepheline ore, Limestone",Alumina,,1069000.0
11,-60.1958780054306,-33.3396512648119,COM00006.00,Acindar,"Smelter, Refinery",Processing,"Steel, rebar, steel bar, steel meshes, wire rod, barbed wire","Direct reduction iron plant, electric arc furnace, ladle furnace, continuous casting, rolling mills, drawing mill",Argentina,AR,,,,,,,,,,,,
12,,,COM00007.00,AGA Mineracao,Mine,Gold,Gold,"Underground, Open pit, Heap leaching plant",Brazil,BR,,Me.Au,12.02,O.Au,Gold dominant ore,mineral,metal ore,3000000.0,,,,
13,,,COM00009.00,Ahafo,Mine,Gold,Gold,"Open pit, Underground",Ghana,GH,,Me.Au,18.229,O.Au,Gold dominant ore,mineral,metal ore,16135459.0,,,,
14,,,COM00010.00,AHMSA Monclova Steel Plant,"Smelter, Refinery",Processing,"Crude Steel, Hot-rolled steel sheet, Steel plate, Chrome plate, Tin plate, Cold-rolled sheet, Structural steel profiles","Blast furnace, Basic oxygen furnace, Electric arc furnace, Pellet plant, Sinter plant, Coke plant, Rolling mills, Continuous casters, cold rolling mill",Mexico,MX,3900000.0,Oth.pig,,,,,,,,,,
15,,,COM00010.00,AHMSA Monclova Steel Plant,"Smelter, Refinery",Processing,"Crude Steel, Hot-rolled steel sheet, Steel plate, Chrome plate, Tin plate, Cold-rolled sheet, Structural steel profiles","Blast furnace, Basic oxygen furnace, Electric arc furnace, Pellet plant, Sinter plant, Coke plant, Rolling mills, Continuous casters, cold rolling mill",Mexico,MX,10500000.0,,,,,,,,,,,
16,150.028606849024,-33.1152514659335,COM00012.00,Airly,Mine,Coal,Coal,Underground,Australia,AU,,,1500000.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
17,20.963623,67.0750732,COM00013.00,Aitik,Mine,Copper,"Copper, Silver, Gold",Open pit,Sweden,SE,,Me.Ag,61.862,Con.Cu,Copper concentrate,other_product,ore concentrate,404000.0,,,,
18,20.963623,67.0750732,COM00013.00,Aitik,Mine,Copper,"Copper, Silver, Gold",Open pit,Sweden,SE,,Me.Au,3.15,Con.Cu,Copper concentrate,other_product,ore concentrate,404000.0,,,,
19,20.963623,67.0750732,COM00013.00,Aitik,Mine,Copper,"Copper, Silver, Gold",Open pit,Sweden,SE,,Me.Cu,99000.0,Con.Cu,Copper concentrate,other_product,ore concentrate,404000.0,,,,
20,77.7057287218153,48.6268186061024,COM00014.00,Akbastau,Mine,Copper,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Ag,55.554,O.Cu,Copper dominant ore,mineral,metal ore,2363000.0,,,,
21,77.7057287218153,48.6268186061024,COM00014.00,Akbastau,Mine,Copper,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Au,1.772,O.Cu,Copper dominant ore,mineral,metal ore,2363000.0,,,,
22,77.7057287218153,48.6268186061024,COM00014.00,Akbastau,Mine,Copper,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Cu,59075.0,O.Cu,Copper dominant ore,mineral,metal ore,2363000.0,,,,
23,77.7057287218153,48.6268186061024,COM00014.00,Akbastau,Mine,Copper,"Copper, Zinc, Gold, Silver",,Kazakhstan,KZ,,Me.Zn,25090.8,O.Cu,Copper dominant ore,mineral,metal ore,2363000.0,,,,
24,79.9318158,46.9524266,COM00015.00,Aktogay,Mine,Copper,"Copper, Silver, Copper cathode, Gold","Open pit, Heap leaching plant",Kazakhstan,KZ,,Me.Cu,110600.0,Con.Cu,Copper concentrate,other_product,ore concentrate,505100.0,,,,
25,79.9318158,46.9524266,COM00015.00,Aktogay,Mine,Copper,"Copper, Silver, Copper cathode, Gold","Open pit, Heap leaching plant",Kazakhstan,KZ,,Oth.cuca,25700.0,O.oxi,Oxide ore,mineral,metal ore,16104000.0,,,,
26,79.9318158,46.9524266,COM00015.00,Aktogay,Mine,Copper,"Copper, Silver, Copper cathode, Gold","Open pit, Heap leaching plant",Kazakhstan,KZ,,Me.Ag,15.21,O.sul,Sulphide ore,mineral,metal ore,25807000.0,,,,
27,79.9318158,46.9524266,COM00015.00,Aktogay,Mine,Copper,"Copper, Silver, Copper cathode, Gold","Open pit, Heap leaching plant",Kazakhstan,KZ,,Me.Au,0.025,O.sul,Sulphide ore,mineral,metal ore,25807000.0,,,,
28,-1.0231409,6.3456449,COM00016.00,Akyem,Mine,Gold,Gold,Open pit,Ghana,GH,,Me.Au,13.409,O.Au,Gold dominant ore,mineral,metal ore,11652984.0,,,,
29,43.9866716,27.6716284,COM00017.00,Al Ba’itha,Mine,Aluminium,Bauxite,Open pit,Saudi Arabia,SA,,,,,,,,,,,,
30,-48.7337352645784,-1.55416029493127,COM00019.00,Albras,Smelter,Processing,Aluminium,,Brazil,BR,,,,,,,,,Alumina,Aluminium,,456000.0
31,86.3263739432228,54.6164465166883,COM00020.00,Alexievskaya,Mine,Coal,Coal,,Russian Federation,RU,,,2501000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
32,-8.1532132,37.8766167,COM00021.00,Aljustrel,Mine,Zinc,"Zinc, Lead",,Portugal,PT,,Me.Zn,190.0,O.bulk,Bulk metal ore,mineral,metal ore,161387.0,,,,
33,-71.6908433264584,48.5855240737567,COM00022.00,Alma,Smelter,Processing,"Aluminium rod, T-foundry, Molten metal, High purity, Remelt",,Canada,CA,466000.0,Me.Al,,,,,,,,Aluminium,,467000.0
34,-66.4373719317083,50.160336018507,COM00023.00,Alouette,Smelter,Processing,"Aluminium high purity, Remelt",,Canada,CA,606000.0,Me.Al,,,,,,,,Aluminium,,609000.0
35,-77.6082479855056,17.9679154547909,COM00025.00,Alpart,"Mine, Refinery",Aluminium,"Bauxite, Alumina",,Jamaica,JM,,,,,,,,,,,,
36,7.5830465129271,4.57229041354465,COM00026.00,ALSCON Aluminium Smelter,Smelter,Processing,Aluminium,,Nigeria,NG,24000.0,Me.Al,,,,,,,Alumina,Primary aluminium,,25882.352941176472
37,-70.4672689044986,-31.4839507986899,COM00027.00,Altar,Mine,Other mine,"Copper, Gold",,Argentina,AR,,,,,,,,,,,,
38,-70.3143165388849,-23.8230281147557,COM00028.00,Altonorte,Smelter,Processing,Copper,,Chile,CL,1160000.0,,,,,,,,,,,
39,10.1254048193014,3.81918522593977,COM00029.00,Alucam,Smelter,Processing,Aluminium,,Cameroon,CM,,,,,,,,,,Aluminium,,93000.0
40,-44.3329486001056,-2.70536885278691,COM00030.00,Alumar,Refinery,Processing,Alumina,,Brazil,BR,3700000.0,,,,,,,,,Alumina,,3707000.0
41,-66.6090625,-27.3306368,COM00031.00,Alumbrera,Mine,Copper,"Gold, Copper, Silver",,Argentina,AR,,Me.Ag,8.675,O.bulk,Bulk metal ore,mineral,metal ore,39698933.0,,,,
42,-66.6090625,-27.3306368,COM00031.00,Alumbrera,Mine,Copper,"Gold, Copper, Silver",,Argentina,AR,,Me.Au,21.376,O.bulk,Bulk metal ore,mineral,metal ore,39698933.0,,,,
43,-66.6090625,-27.3306368,COM00031.00,Alumbrera,Mine,Copper,"Gold, Copper, Silver",,Argentina,AR,,Me.Cu,203700.0,O.bulk,Bulk metal ore,mineral,metal ore,39698933.0,,,,
44,-48.7315950037906,-1.54499100847962,COM00032.00,Alunorte,Refinery,Processing,Alumina,,Brazil,BR,,,,,,,,,Bauxite,Alumina,,6400000.0
45,27.3498955,-24.7843908,COM00033.00,Amandelbult,Mine,Other (poly)-metallic,"Platinum, Palladium",,South Africa,ZA,,Me.Pd,6.379,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
46,27.3498955,-24.7843908,COM00033.00,Amandelbult,Mine,Other (poly)-metallic,"Platinum, Palladium",,South Africa,ZA,,Me.Pt,13.77,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
47,27.3498955,-24.7843908,COM00033.00,Amandelbult,Mine,Other (poly)-metallic,"Platinum, Palladium",,South Africa,ZA,,Me.Pt,14.508,,,,,,,,,
48,27.3498955,-24.7843908,COM00033.00,Amandelbult,Mine,Other (poly)-metallic,"Platinum, Palladium",,South Africa,ZA,,Me.pgm,27.785,,,,,,,,,
49,-51.8690919088259,0.822419552761585,COM00034.00,Amapa,Mine,Iron,Iron ore,,Brazil,BR,,,,,,,,,,,,
50,48.3122449629128,-18.8265594469625,COM00035.00,Ambatovy,"Mine, Refinery",Nickel,"Nickel, Cobalt",,Madagascar,MG,,Me.Co,3464.0,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
51,48.3122449629128,-18.8265594469625,COM00035.00,Ambatovy,"Mine, Refinery",Nickel,"Nickel, Cobalt",,Madagascar,MG,,Me.Ni,47271.0,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
52,73.9948456394891,15.5270980642999,COM00036.00,Amona,"Refinery, Smelter",Processing,Pig iron,"Coke plant, blast furnace",India,IN,,,,,,,,,,,,
53,-81.6372372963874,37.191007854302,COM00037.00,Amonate,Mine,Coal,Coal,"Underground, Surface",United States of America,US,,,635040.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
54,,,COM00038.00,Amurugol AO,Company,Coal,Coal,,Russian Federation,RU,,,3293000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
55,-81.0840897578428,38.3586634926887,COM00039.00,AMVEST Fola Complex,Mine,Coal,Metallurgical coal,"Underground, Surface",United States of America,US,,,3538080.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
56,-81.1473637407852,38.232806271524,COM00040.00,AMVEST Terry Eagle Complex,Mine,Coal,Coal,"Underground, Surface",United States of America,US,,,362880.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
57,-70.2548993968913,-33.0920203026003,COM00041.00,Andina,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, Underground",Chile,CL,,Me.Ag,62.465,O.Cu,Copper dominant ore,mineral,metal ore,,,,,
58,-70.2548993968913,-33.0920203026003,COM00041.00,Andina,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, Underground",Chile,CL,,Me.Cu,257970.0,O.Cu,Copper dominant ore,mineral,metal ore,,,,,
59,-70.2548993968913,-33.0920203026003,COM00041.00,Andina,Mine,Copper,"Copper, Molybdenum, Silver","Open pit, Underground",Chile,CL,,Me.Mo,7213.0,O.Cu,Copper dominant ore,mineral,metal ore,,,,,
60,-49.8163888888888,-7.4605556,COM00042.00,Andorinhas,Mine,Gold,Gold,,Brazil,BR,,Me.Au,1.527,O.Au,Gold dominant ore,mineral,metal ore,256119.0,,,,
61,-43.1715278,-19.7951278,COM00043.00,Andrade,Mine,Iron,Iron,Open pit,Brazil,BR,,,,,,,,,,,,
62,,,COM00045.00,Anglo American other coal mines South Africa,Company,Coal,Thermal coal,,South Africa,ZA,,,6707100.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
63,85.1586807940411,20.8264070692383,COM00046.00,Angul Aluminium Smelter,Smelter,Processing,"Aluminium, Aluminium ingots, Aluminium sow ingots, Aluminium billets, wire rods, cast strips, cold-colled sheets, cold rolled coils","Continuous caster, strip casting machine, ingot casting machine, wire rod mills",India,IN,460000.0,Me.Al,,,,,,,Alumina,Primary aluminium,,443597.0
64,150.099688730803,-33.3515375422239,COM00047.00,Angus Place,Mine,Coal,Coal,Underground,Australia,AU,,,2000000.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
65,-77.03633,-9.5652722,COM00048.00,Antamina,Mine,Copper,"Copper, Zinc, Molybdenum, lead",Open pit,Peru,PE,,Me.Cu,446800.0,O.bulk,Bulk metal ore,mineral,metal ore,56196000.0,,,,
66,-77.03633,-9.5652722,COM00048.00,Antamina,Mine,Copper,"Copper, Zinc, Molybdenum, lead",Open pit,Peru,PE,,Me.Mo,7892.507,O.bulk,Bulk metal ore,mineral,metal ore,56196000.0,,,,
67,-77.03633,-9.5652722,COM00048.00,Antamina,Mine,Copper,"Copper, Zinc, Molybdenum, lead",Open pit,Peru,PE,,Me.Zn,456000.0,O.bulk,Bulk metal ore,mineral,metal ore,56196000.0,,,,
68,-75.0710675081742,-13.9738470411137,COM00050.00,Antapite,Mine,Gold,"Gold, Silver",Underground,Peru,PE,,Me.Ag,3.179,O.bulk,Bulk metal ore,mineral,metal ore,207014.0,,,,
69,-75.0710675081742,-13.9738470411137,COM00050.00,Antapite,Mine,Gold,"Gold, Silver",Underground,Peru,PE,,Me.Au,3.232,O.bulk,Bulk metal ore,mineral,metal ore,207014.0,,,,
70,-49.7529623809581,-6.24052246724294,COM00051.00,Antas,Mine,Copper,"Copper, Gold","Open pit, Underground",Brazil,BR,,Me.Au,0.175,Con.Cu,Copper concentrate,other_product,ore concentrate,25448.0,,,,
71,-49.7529623809581,-6.24052246724294,COM00051.00,Antas,Mine,Copper,"Copper, Gold","Open pit, Underground",Brazil,BR,,Me.Cu,6810.0,Con.Cu,Copper concentrate,other_product,ore concentrate,25448.0,,,,
72,-105.358441909977,43.4745718153001,COM00052.00,Antelope,Mine,Coal,Thermal coal,Surface,United States of America,US,,,33657120.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
73,87.3121215655612,53.8764123721192,COM00053.00,Antonovskaya,Mine,Coal,Coking coal,Underground,Russian Federation,RU,,,1532000.0,F.coc,Coking Coal,ff_mineral,coal & peat,,,,,
74,-69.8374174041401,-22.6291183156113,COM00054.00,Antucoya,Mine,Copper,"Copper, Copper cathodes",,Chile,CL,,Me.Cu,80500.0,O.Cu,Copper dominant ore,mineral,metal ore,29090500.0,,,,
75,,,COM00055.00,Anyuan,Mine,Coal,Thermal coal,Underground,China,CN,,,15821000.0,F.coc,Coking Coal,ff_mineral,coal & peat,,,,,
76,-46.8505352485201,-19.8415670509488,COM00056.00,Araxa,"Mine, Refinery",Other mine,Phosphate,Open pit,Brazil,BR,,,,,,,,,,,,
77,-46.9097083881697,-19.6656866751903,COM00057.00,Araxa CBBM,"Mine, Refinery",Other mine,"Niobium, Ferroniobium",Open pit,Brazil,BR,,,,,,,,,,,,
78,8.69301553485136,53.1426137553601,COM00058.00,ArcelorMittal Bremen,"Smelter, Refinery",Processing,"Steel, steel slab, hot-rolleds steel, pickled steel, cold-rolled steel, hot dip galvanized rolls","Sinter plant, blast furnace, basic oxygen converter, ladle furnace, continuous slab caster, hot strip mill, tandem mill, temper mill, hot dip galvanizing line,",Germany,DE,,,,,,,,,,,,
79,-81.6659849402519,41.4647615398884,COM00059.00,ArcelorMittal Cleveland,"Smelter, Refinery",Processing,Steel,"Blast furnace, basic oxygen furnaces, slab casters, hot-strip mill, cold rolling mill, temper mill, hot dip galvanizing line",United States of America,US,,,,,,,,,,,,
80,6.7435191922649,51.4646168652915,COM00060.00,ArcelorMittal Duisburg steel plant,"Smelter, Refinery",Processing,"Steel, steel billet, steel bloom, steel bar, wire rod","Basic oxygen converter, bloom caster, billet caster, billet mill, wire rod mill",Germany,DE,,,,,,,,,,,,
81,-2.42579480627102,43.1039267181732,COM00061.00,ArcelorMittal Gipuzkoa,"Smelter, Refinery",Processing,Steel,"Electric arc furnace, continuous casters, section rolling mill, wire rod rolling mill, bar rolling mill",Spain,ES,,,,,,,,,,,,
82,9.90262354400802,53.5250512940815,COM00062.00,ArcelorMittal Hamburg steel plant,"Smelter, Refinery",Processing,"Steel, steel billet, wire rod","DRI production facility (MIDREX), electric arc furnace, billet caster, wire rod mill, stretching plant",Germany,DE,,,,,,,,,,,,
83,-40.2543680628767,-20.229158867732,COM00063.00,ArcelorMittal Tubarao,"Smelter, Refinery",Processing,"Steel, steel slab, hot-rolled coils","Coke plant, sinter plant, blast furnace, basic oxygen furnace converter, slab casters, hot strip mill",Brazil,BR,,,,,,,,,,,,
84,20.9152900776263,52.2936087901243,COM00064.00,ArcelorMittal Warszawa steel plant,"Smelter, Refinery",Processing,"Steel, steel bar, steel rebar","Electric arc furnace, continuous caster, rolling mill",Poland,PL,,,,,,,,,,,,
85,,,COM00065.00,Arch of West Virginia,Mine,Coal,Coal,,United States of America,US,,,3265920.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
86,128.3850445,-16.720286,COM00067.00,Argyle,Mine,Other mine,Diamonds,,Australia,AU,,Nm.dia,6.704,,,,,,,,,
87,29.7747031880663,-25.9297796869911,COM00068.00,Arnot,Mine,Coal,Thermal coal,,South Africa,ZA,,,4865000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
88,81.7826042963516,50.600017274045,COM00069.00,Artemyevsky,Mine,Zinc,"Copper, Zinc, Gold, Silver",Underground,Kazakhstan,KZ,,Me.Ag,184.502,O.bulk,Bulk metal ore,mineral,metal ore,1548000.0,,,,
89,81.7826042963516,50.600017274045,COM00069.00,Artemyevsky,Mine,Zinc,"Copper, Zinc, Gold, Silver",Underground,Kazakhstan,KZ,,Me.Au,1.786,O.bulk,Bulk metal ore,mineral,metal ore,1548000.0,,,,
90,81.7826042963516,50.600017274045,COM00069.00,Artemyevsky,Mine,Zinc,"Copper, Zinc, Gold, Silver",Underground,Kazakhstan,KZ,,Me.Cu,29568.0,O.bulk,Bulk metal ore,mineral,metal ore,1548000.0,,,,
91,81.7826042963516,50.600017274045,COM00069.00,Artemyevsky,Mine,Zinc,"Copper, Zinc, Gold, Silver",Underground,Kazakhstan,KZ,,Me.Zn,94402.0,O.bulk,Bulk metal ore,mineral,metal ore,1548000.0,,,,
92,-71.1645917008654,48.4296263364884,COM00070.00,Arvida,Smelter,Processing,"Aluminium billet, Molten metal, Remelt",,Canada,CA,231000.0,Me.Al,,,,,,,,Aluminium,,177000.0
93,115.106194220751,-3.87401670108638,COM00071.00,Asam-Asam,Mine,Coal,Sub-bituminous coal,Open pit,Indonesia,ID,,,9200000.0,F.obc,Other bituminous coal,ff_mineral,coal & peat,,,,,
94,86.3385483058187,48.2896770021359,COM00072.00,Ashele,Mine,Copper,"Copper, Zinc, Silver",Underground,China,CN,,Me.Ag,30.08,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
95,86.3385483058187,48.2896770021359,COM00072.00,Ashele,Mine,Copper,"Copper, Zinc, Silver",Underground,China,CN,,Me.Cu,44528.0,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
96,86.3385483058187,48.2896770021359,COM00072.00,Ashele,Mine,Copper,"Copper, Zinc, Silver",Underground,China,CN,,Me.Zn,13392.1,O.bulk,Bulk metal ore,mineral,metal ore,,,,,
97,71.5099409508782,52.7099629453598,COM00073.00,Atansore,Mine,Iron,Iron,Open pit,Kazakhstan,KZ,,Me.Fe,330000.0,Con.Fe,Iron ore concentrate,other_product,ore concentrate,600000.0,,,,
98,71.6692113111155,48.6806663570865,COM00074.00,Atasu,Mine,Iron,Iron,Underground,Kazakhstan,KZ,,Me.Fe,690000.0,Con.Fe,Iron ore concentrate,other_product,ore concentrate,1200000.0,,,,
99,-6.94936454091138,37.2277212647207,COM00075.00,Atlantic Copper,"Smelter, Refinery",Processing,"Copper cathode, Copper anode",,Spain,ES,300000.0,Me.Cu,,,,,,,,,,
100,-6.94936454091138,37.2277212647207,COM00075.00,Atlantic Copper,"Smelter, Refinery",Processing,"Copper cathode, Copper anode",,Spain,ES,286000.0,Oth.cuca,,,,,,,,,,
101,-9.06087378841654,52.6284480150571,COM00076.00,Aughinish Alumina,Refinery,Processing,"Alumina, Alumina hydrate",Bayer process plant,Ireland,IE,1990000.0,Me.Al2O3,,,,,,,Bauxite,Alumina,,1983000.0
102,115.472719487131,-30.646931882212,COM00077.00,Australia Sands,Mine,Iron,"Zircon, Rutile, Ilmenite",,Australia,AU,,,,,,,,,,,,
103,37.7067612565098,48.1674472718227,COM00078.00,Avdiivka Coke,Refinery,Processing,Coke,,Ukraine,UA,,,,,,,,,,Coke,,3665000.0
104,-5.72295616767537,43.5342170028095,COM00079.00,Aviles and Gijon steel plant,"Smelter, Refinery",Processing,"Steel, railroad rails, wire rod, heavy plates, hot-rolled coils, galvanized sheet, tinplate, organic-coated sheet","Coke oven, sinter plant, blast furnace, steel plant, continuous casters for slabs, casters for blooms and billets, hot strip mill, heavy plate mill, wire rod mill, rail mil, pickling line, cold tandem mill, tinning line, galvanizing line, organic coating line",Spain,ES,,,,,,,,,,,,
105,-2.2778128,6.2273996,COM00080.00,Awaso,Mine,Aluminium,Bauxite,,Ghana,GH,,,,,,,,,,,,
106,37.6153973327916,47.1078443279515,COM00081.00,Azovstal,"Refinery, Smelter",Processing,"Coke, Steel","Coke-Oven, Blast Furnace, Oxygen Furnace",Ukraine,UA,,,,,,,,,,,,
107,-50.2995489111957,-6.10487322174317,COM00082.00,Azul,Mine,Other (poly)-metallic,Manganese,Open Pit,Brazil,BR,,,,,,,,,,,,
108,-113.2111358,34.5847282,COM00084.00,Bagdad,Mine,Copper,"Copper, Molybdenum","Open pit, SX-EW",United States of America,US,,Me.Cu,118100.0,O.Cu,Copper dominant ore,mineral,metal ore,69101000.0,,,,
109,-113.2111358,34.5847282,COM00084.00,Bagdad,Mine,Copper,"Copper, Molybdenum","Open pit, SX-EW",United States of America,US,,Me.Cu,107501.392,,,,,,,,,
110,-68.1493115444885,49.2505762186477,COM00085.00,Baie Comeau Aluminium Smelter,Smelter,Processing,Aluminium,,Canada,CA,280000.0,Me.Al,,,,,,,,,,
111,,,COM00086.00,Bakan,Mine,Gold,Gold,Heap leaching plant,Indonesia,ID,,Me.Au,3.695,O.Au,Gold dominant ore,mineral,metal ore,,,,,
112,115.605335733009,-2.3539459110546,COM00087.00,Balangan,Mine,Coal,Thermal coal,Open pit,Indonesia,ID,,,5000000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
113,-115.6136584,39.9428052,COM00088.00,Bald Mountain,Mine,Gold,Gold,,United States of America,US,,Me.Au,8.852,O.Au,Gold dominant ore,mineral,metal ore,24477000.0,,,,
114,-115.6136584,39.9428052,COM00088.00,Bald Mountain,Mine,Gold,Gold,,United States of America,US,,Me.Au,5.941,,,,,,,,,
115,74.9499538434309,46.8384079940412,COM00089.00,Balkhash Smelter,Smelter,Processing,Copper cathodes,,Kazakhstan,KZ,,,,,,,,,Copper Concentrate,Copper cathode,1242000.0,193000.0
116,74.9499538434309,46.8384079940412,COM00089.00,Balkhash Smelter,Smelter,Processing,Copper cathodes,,Kazakhstan,KZ,,,,,,,,,Zinc Concentrate,Zinc metal,151000.0,48000.0
117,115.913077352465,-0.421604946214247,COM00090.00,Bangun Olahsarana Sukses,Mine,Coal,Metallurgical coal,,Indonesia,ID,,,376007.0,F.coc,Coking Coal,ff_mineral,coal & peat,,,,,
118,,,COM00091.00,Bank,Mine,Coal,Thermal coal,,South Africa,ZA,,,3225000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
119,,,COM00092.00,Bao Vista,Mine,Other mine,"Niobium, Phosphates",,Brazil,BR,,,,,,,,,,,,
120,119.760051398421,49.3936969057785,COM00093.00,Baorixile Mines,Mine,Coal,Lignite,,China,CN,,,31400000.0,F.lig,Lignite,ff_mineral,coal & peat,,,,,
121,,,COM00094.00,Baotou Aluminum,Smelter,Processing,Aluminium,,China,CN,1340000.0,,,,,,,,Alumina,Primary aluminium,,1315300.0
122,,,COM00095.00,Baotou Mines,Mine,Coal,Thermal coal,,China,CN,,,8300000.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
123,149.800794804766,-24.1522101511864,COM00096.00,Baralaba,Mine,Coal,"Coal, Thermal coal",Surface,Australia,AU,,,362880.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
124,-43.8155853397205,-21.2002370974677,COM00097.00,Barbacena Ferroalloys plant,Refinery,Processing,"ferro-silicon manganese, ferro-manganese medium carbon","refining furnaces, briquetting plant",Brazil,BR,66000.0,,,,,,,,,ferroalloys,,67000.0
125,-43.8155853397205,-21.2002370974677,COM00097.00,Barbacena Ferroalloys plant,Refinery,Processing,"ferro-silicon manganese, ferro-manganese medium carbon","refining furnaces, briquetting plant",Brazil,BR,66000.0,,,,,,,,,manganese ferroalloys,,58000.0
126,,,COM00098.00,Barberton,Mine,Gold,Gold,Carbon in Leach plant,South Africa,ZA,,Me.Au,3.228,O.Au,Gold dominant ore,mineral,metal ore,330367.0,,,,
127,-112.1342076,40.5939721,COM00099.00,Barneys Canyon,Mine,Gold,Gold,,United States of America,US,,Me.Au,3.969,,,,,,,,,
128,-48.9436201118868,-15.0756265720048,COM00100.00,Barro Alto,Mine,Nickel,"Nickel, Manganese",,Brazil,BR,,Me.Ni,35500.0,O.Ni,Nickel dominant ore,mineral,metal ore,6272800.0,,,,
129,73.2234598752298,27.8244319170363,COM00101.00,Barsingsar,Mine,Coal,Lignite,Open pit,India,IN,,,1584000.0,F.coal,Coal (unspecified),ff_mineral,coal & peat,,,,,
130,99.6914249358773,43.2583342450041,COM00102.00,Baruun Noyon Uul,Mine,Coal,Thermal coal,,Mongolia,MN,,,924073.0,F.stc,Steam coal,aggregate,coal & peat aggregate,,,,,
131,86.0245407865914,55.7219633301043,COM00103.00,Barzasskoye tovarischestvo,Mine,Coal,Coking coal,,Russian Federation,RU,,,1218000.0,F.coc,Coking Coal,ff_mineral,coal & peat,,,,,
132,116.858843432973,-8.9672266509759,COM00104.00,Batu Hijau,Mine,Copper,"Gold, Copper, Silver",Open pit,Indonesia,ID,,Me.Au,23.806,O.Au,Gold dominant ore,mineral,metal ore,110732832.0,,,,
