TerminalID;ProjectID;ComboID;Country;Region;Wiki;TerminalName;UnitName;OtherEnglishNames;Owner;Parent;Status;StartYear1;StartYear2;StartYear3;StopYear;Import/Export;Capacity;CapacityUnits;CapacityInMtpa;Location;Prefecture/District;State/Province;Latitude;Longitude;Accuracy;Floating;FID;FIDYear;OtherLanguageName;PowerPlantsSupplied;OtherLanguageWikiPage
T0205;1;T020501;United States;North America;https://www.gem.wiki/Fourchon_LNG_Terminal;Fourchon LNG Terminal;Phase 1;Gulf Coast LNG Terminal;Fourchon LNG LLC [100.00%];Energy World [100.00%];Proposed;2022;;;;Export;2;mtpa;2;Port Fourchon;Lafourche Parish;Louisiana;29.105833;-90.194444;approximate;;Pre-FID;;;;
T0205;2;T020502;United States;North America;https://www.gem.wiki/Fourchon_LNG_Terminal;Fourchon LNG Terminal;Phase 2;Gulf Coast LNG Terminal;Fourchon LNG LLC [100.00%];Energy World [100.00%];Proposed;2023;;;;Export;3;mtpa;3;Port Fourchon;Lafourche Parish;Louisiana;29.105833;-90.194444;approximate;;Pre-FID;;;;
T0206;1;T020601;United States;North America;https://www.gem.wiki/Alaska_South_Central_LNG_Terminal;Alaska LNG Terminal;T1;Alaska South Central LNG Terminal;Alaska Gasline Development Corporation [100.00%];State of Alaska [100.00%];Proposed;2025;;;;Export;6.7;mtpa;6.7;Nikiski;;Alaska;60.707778;-151.262778;approximate;;Pre-FID;2021;;;
T0206;2;T020602;United States;North America;https://www.gem.wiki/Alaska_South_Central_LNG_Terminal;Alaska LNG Terminal;T2;Alaska South Central LNG Terminal;Alaska Gasline Development Corporation [100.00%];State of Alaska [100.00%];Proposed;2025;;;;Export;6.7;mtpa;6.7;Nikiski;;Alaska;60.707778;-151.262778;approximate;;Pre-FID;2021;;;
T0206;3;T020603;United States;North America;https://www.gem.wiki/Alaska_South_Central_LNG_Terminal;Alaska LNG Terminal;T3;Alaska South Central LNG Terminal;Alaska Gasline Development Corporation [100.00%];State of Alaska [100.00%];Proposed;2025;;;;Export;6.7;mtpa;6.7;Nikiski;;Alaska;60.707778;-151.262778;approximate;;Pre-FID;2021;;;
T0207;1;T020701;United States;North America;https://www.gem.wiki/Alturas_LNG_Terminal;Alturas LNG Terminal;;;Alturas LLC [200.00%];"Highstar Capital IV [unknown %]; WesPac Energy LLC [unknown %]";Cancelled;2016;;;;Export;1.5;mtpa;1.5;Port Arthur;;Texas;29.885;-93.94;approximate;;;;;;
T0208;1;T020801;United States;North America;https://www.gem.wiki/American_LNG_Hialeah_Terminal;American LNG Hialeah Terminal;;;Fortress Investment Group [100.00%];Softbank [100.00%];Operating;2016;;;;Export;0.01;bcf/d;0.06;Medley;;Florida;25.809175;-80.296697;approximate;;;;;;
T0209;1;T020901;United States;North America;https://www.gem.wiki/American_LNG_Titusville_Terminal;American LNG Titusville Terminal;;;American LNG Marketing LLC [100.00%];Fortress Investment Group [100.00%];Shelved;;;;;Export;0.08;bcf/d;0.63;Titusville;;Florida;28.591111;-80.82;approximate;;;;;;
T0210;1;T021001;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T1;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0210;2;T021002;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T2;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0210;3;T021003;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T3;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0210;4;T021004;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T4;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0210;5;T021005;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T5;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0210;6;T021006;United States;North America;https://www.gem.wiki/Annova_LNG_Brownsville_Terminal;Annova LNG Brownsville Terminal;T6;;Annova LNG [400.00%];"Exelon Corporation [80.55%]; Enbridge [10.50%]; Black & Veatch Holding Company [4.48%]; Kiewit Corporation [4.48%]";Cancelled;2025;;;;Export;1.08;mtpa;1.08;Brownsville;;Texas;25.950835;-97.410844;approximate;;Pre-FID;2021;;;
T0212;1;T021201;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T1;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;2;T021202;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T2;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;3;T021203;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T3;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;4;T021204;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T4;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;5;T021205;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T5;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;6;T021206;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T6;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;7;T021207;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T7;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;8;T021208;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T8;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;9;T021209;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T9;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;10;T021210;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T10;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;11;T021211;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T11;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;12;T021212;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T12;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Operating;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;13;T021213;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T13;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;14;T021214;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T14;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;15;T021215;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T15;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;16;T021216;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T16;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;17;T021217;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T17;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0212;18;T021218;United States;North America;https://www.gem.wiki/Calcasieu_Pass_LNG_Terminal;Calcasieu Pass LNG Terminal;T18;;Venture Global Calcasieu Pass [100.00%];Venture Global LNG [100.00%];Construction;2022;;;;Export;0.67;mtpa;0.67;Cameron Parish;;Louisiana;29.77292736;-93.3343038;exact;;;;;;
T0213;1;T021301;United States;North America;https://www.gem.wiki/CE_FLNG_Terminal;CE FLNG Terminal;T1;;CE FLNG LLC [100.00%];Cambridge Energy LLC [100.00%];Proposed;2026;;;;Export;4;mtpa;4;Plaquemines Parish;;Louisiana;29.30079786;-89.35821088;approximate;yes;Pre-FID;;;;
T0213;2;T021302;United States;North America;https://www.gem.wiki/CE_FLNG_Terminal;CE FLNG Terminal;T2;;CE FLNG LLC [100.00%];Cambridge Energy LLC [100.00%];Proposed;2026;;;;Export;4;mtpa;4;Plaquemines Parish;;Louisiana;29.30079786;-89.35821088;approximate;yes;Pre-FID;;;;
T0214;0;T021400;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Import Terminal;;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Mothballed;2009;;;;Import;11.4;mtpa;11.4;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;;;;;
T0214;1;T021401;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Export Terminal;T1;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Operating;2019;;;;Export;4.5;mtpa;4.5;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;FID;;;;
T0214;2;T021402;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Export Terminal;T2;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Operating;2019;;;;Export;4.5;mtpa;4.5;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;FID;;;;
T0214;3;T021403;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Export Terminal;T3;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Operating;2020;;;;Export;4.5;mtpa;4.5;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;FID;;;;
T0214;4;T021404;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Export Terminal;T4;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Proposed;2026;;;;Export;6.75;mtpa;6.75;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;Pre-FID;2023;;;
T0214;5;T021405;United States;North America;https://www.gem.wiki/Cameron_LNG_Terminal;Cameron LNG Export Terminal;T5;;Cameron LNG LLC [500.00%];"Sempra Energy [50.20%]; Mitsui Group [16.60%]; TotalEnergies [16.60%]; Mitsubishi [11.62%]; NYK [4.98%]";Cancelled;2026;;;;Export;5;mtpa;5;Hackberry ;;Louisiana;30.035471;-93.3383568;exact;;Pre-FID;2021;;;
T0215;1;T021501;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T1;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0215;2;T021502;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T2;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0215;3;T021503;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T3;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0215;4;T021504;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T4;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0215;5;T021505;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T5;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0215;6;T021506;United States;North America;https://www.gem.wiki/Commonwealth_LNG_Terminal;Commonwealth LNG Terminal;T6;;Commonwealth LNG [100.00%];Commonwealth LNG [100.00%];Proposed;2024;;;;Export;1.4;mtpa;1.4;Cameron Parish;;Louisiana;29.764163;-93.348066;approximate;;Pre-FID;2023;;;
T0216;1;T021601;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T1;;Corpus Christi Liquefaction LLC [100.00%];Cheniere Energy [100.00%];Operating;2018;;;;Export;5;mtpa;5;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;;;;;
T0216;2;T021602;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T2;;Corpus Christi Liquefaction LLC [100.00%];Cheniere Energy [100.00%];Operating;2019;;;;Export;5;mtpa;5;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;;;;;
T0216;3;T021603;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T3;;Corpus Christi Liquefaction LLC [100.00%];Cheniere Energy [100.00%];Operating;2021;;;;Export;5;mtpa;5;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;;;;;
T0216;4;T021604;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T4;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;5;T021605;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T5;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;6;T021606;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T6;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;7;T021607;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T7;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;8;T021608;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T8;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;9;T021609;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T9;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0216;10;T021610;United States;North America;https://www.gem.wiki/Corpus_Christi_LNG;Corpus Christi LNG Terminal;T10;;Corpus Christi Liquefaction Stage III, LLC [100.00%];Cheniere Energy [100.00%];Proposed;2027;;;;Export;1.64;mtpa;1.64;Corpus Christi;;Texas;27.91354225;-97.28656287;exact;;Pre-FID;2022;;;
T0217;0;T021700;United States;North America;https://www.gem.wiki/Cove_Point_LNG_Terminal;Cove Point LNG Import Terminal;;;Cove Point LNG, LP [200.00%];"Dominion Energy [75.00%]; Berkshire Hathaway [25.00%]";Operating;1978;2003.0;2018.0;;Import;13.7;mtpa;13.7;Lusby;;Maryland;38.3913422;-76.4045082;exact;;;;;;
T0217;1;T021701;United States;North America;https://www.gem.wiki/Cove_Point_LNG_Terminal;Cove Point LNG Export Terminal;;;Cove Point LNG, LP [200.00%];"Dominion Energy [75.00%]; Berkshire Hathaway [25.00%]";Operating;2018;;;;Export;5.25;mtpa;5.25;Lusby;;Maryland;38.3913422;-76.4045082;exact;;;;;;
T0218;1;T021801;United States;North America;https://www.gem.wiki/Delfin_FLNG_Terminal;Delfin FLNG Terminal;T1;;Delfin LNG LLC [200.00%];"Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%]";Proposed;2026;;;;Export;3;mtpa;3;Port Delfin, Cameron Parish;;Louisiana;29.13697735;-93.53395095;exact;yes;Pre-FID;2021;;;
T0218;2;T021802;United States;North America;https://www.gem.wiki/Delfin_FLNG_Terminal;Delfin FLNG Terminal;T2;;Delfin LNG LLC [200.00%];"Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%]";Proposed;2026;;;;Export;3;mtpa;3;Port Delfin, Cameron Parish;;Louisiana;29.13697735;-93.53395095;exact;yes;Pre-FID;2021;;;
T0218;3;T021803;United States;North America;https://www.gem.wiki/Delfin_FLNG_Terminal;Delfin FLNG Terminal;T3;;Delfin LNG LLC [200.00%];"Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%]";Proposed;2026;;;;Export;3;mtpa;3;Port Delfin, Cameron Parish;;Louisiana;29.13697735;-93.53395095;exact;yes;Pre-FID;2021;;;
T0218;4;T021804;United States;North America;https://www.gem.wiki/Delfin_FLNG_Terminal;Delfin FLNG Terminal;T4;;Delfin LNG LLC [200.00%];"Fairwood Peninsula Energy Company [95.00%]; Enbridge [5.00%]";Proposed;2026;;;;Export;3;mtpa;3;Port Delfin, Cameron Parish;;Louisiana;29.13697735;-93.53395095;exact;yes;Pre-FID;2021;;;
T0219;1;T021901;United States;North America;https://www.gem.wiki/Driftwood_LNG_Terminal;Driftwood LNG Terminal;Phase 1 (T1-T4);;Driftwood LNG LLC [100.00%];Tellurian Inc. [100.00%];Proposed;2024;;;;Export;5.52;mtpa;5.52;Calcasieu Parish;;Louisiana;30.091298;-93.330534;approximate;;Pre-FID;2023;;;
T0219;2;T021902;United States;North America;https://www.gem.wiki/Driftwood_LNG_Terminal;Driftwood LNG Terminal;Phase 2 (T5-T8);;Driftwood LNG LLC [100.00%];Tellurian Inc. [100.00%];Proposed;2025;;;;Export;5.52;mtpa;5.52;Calcasieu Parish;;Louisiana;30.091298;-93.330534;approximate;;Pre-FID;2023;;;
T0219;3;T021903;United States;North America;https://www.gem.wiki/Driftwood_LNG_Terminal;Driftwood LNG Terminal;Phase 3 (T9-T12);;Driftwood LNG LLC [100.00%];Tellurian Inc. [100.00%];Proposed;2026;;;;Export;5.52;mtpa;5.52;Calcasieu Parish;;Louisiana;30.091298;-93.330534;approximate;;Pre-FID;2023;;;
T0219;4;T021904;United States;North America;https://www.gem.wiki/Driftwood_LNG_Terminal;Driftwood LNG Terminal;Phase 4 (T13-T16);;Driftwood LNG LLC [100.00%];Tellurian Inc. [100.00%];Proposed;2027;;;;Export;5.52;mtpa;5.52;Calcasieu Parish;;Louisiana;30.091298;-93.330534;approximate;;Pre-FID;2023;;;
T0219;5;T021905;United States;North America;https://www.gem.wiki/Driftwood_LNG_Terminal;Driftwood LNG Terminal;Phase 5 (T17-T20);;Driftwood LNG LLC [100.00%];Tellurian Inc. [100.00%];Proposed;;;;;Export;5.52;mtpa;5.52;Calcasieu Parish;;Louisiana;30.091298;-93.330534;approximate;;Pre-FID;2023;;;
T0220;0;T022000;United States;North America;https://www.gem.wiki/Eagle_LNG_Terminal;Eagle LNG Import Terminal;;Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal;Eagle LNG Partners Jacksonville LLC [100.00%];The Energy & Minerals Group [100.00%];Proposed;2022;;;;Import;;;--;Jacksonville;;Florida;30.40879661;-81.61041174;exact;;Pre-FID;2021;;;
T0220;1;T022001;United States;North America;https://www.gem.wiki/Eagle_LNG_Terminal;Eagle LNG Terminal;T1;Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal;Eagle LNG Partners Jacksonville LLC [100.00%];The Energy & Minerals Group [100.00%];Proposed;2026;;;;Export;0.33;mtpa;0.33;Jacksonville;;Florida;30.40879661;-81.61041174;exact;;Pre-FID;2021;;;
T0220;2;T022002;United States;North America;https://www.gem.wiki/Eagle_LNG_Terminal;Eagle LNG Terminal;T2;Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal;Eagle LNG Partners Jacksonville LLC [100.00%];The Energy & Minerals Group [100.00%];Proposed;2026;;;;Export;0.33;mtpa;0.33;Jacksonville;;Florida;30.40879661;-81.61041174;exact;;Pre-FID;2021;;;
T0220;3;T022003;United States;North America;https://www.gem.wiki/Eagle_LNG_Terminal;Eagle LNG Terminal;T3;Eagle LNG Partners / Eagle LNG Partners Jacksonville LLC,Jacksonville LNG Terminal;Eagle LNG Partners Jacksonville LLC [100.00%];The Energy & Minerals Group [100.00%];Proposed;2026;;;;Export;0.33;mtpa;0.33;Jacksonville;;Florida;30.40879661;-81.61041174;exact;;Pre-FID;2021;;;
T0221;0;T022100;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Retired;1978;;;1980;Import;12;mtpa;12;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;1;T022101;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T1;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2019;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;2;T022102;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T2;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2019;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;3;T022103;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T3;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2019;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;4;T022104;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T4;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2019;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;5;T022105;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T5;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2019;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
T0221;6;T022106;United States;North America;https://www.gem.wiki/Elba_Island_LNG_Terminal;Elba Island LNG Terminal;T6;Southern LNG;Southern LNG Company LLC [200.00%];"Kinder Morgan [51.00%]; Blackstone Group [49.00%]";Operating;2020;;;;Export;0.25;mtpa;0.25;Elba Island;;Georgia;32.091111;-81.000278;exact;;;;;;
